0.007175098747842659,5.535452117433258e-8,6.047519487149325e-8,6.623576656753633e-8,3.7836680121647676e-8,4.5495186090305006e-8,5.611009567381716e-8,7.193727084239654e-8,9.853011141252544e-8,1.5522408281662925e-7,6.584476103853082e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4.754683189184355e-8,0.01638019700842348,2.0463036371859056e-7,2.2329854961084308e-7,1.2710801616590292e-7,1.5231949659976328e-7,1.872373429597521e-7,2.392577967138645e-7,3.265784643097414e-7,5.125112538830576e-7,2.156705027520445e-6,1.0651590881240456e-7,7.575438446603233e-8,8.178261018668966e-8,4.606955399177146e-8,5.4650021860885886e-8,6.6505311265906e-8,8.411964384700146e-8,1.1359388684259615e-7,1.7610139312063302e-7,7.220279077078798e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4.984771091930233e-8,1.963858808279224e-7,0.018544377765027015,4.4416523405559703e-7,2.5203502561390585e-7,3.0110704402921274e-7,3.690245162285422e-7,4.7012922761577516e-7,6.396889251267352e-7,1.000318526094864e-6,4.1781048218462845e-6,0.,1.5691087672516872e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.211167439902486e-7,8.512532368258545e-8,4.74229861361441e-8,5.56387013286268e-8,6.695626613397407e-8,8.371538401485652e-8,1.1164853936983152e-7,1.705879145317624e-7,6.772078256786225e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
5.243576655190676e-8,2.0567999809521917e-7,4.264219516155029e-7,0.02097793449118942,4.0600670446569784e-7,4.835046844671315e-7,5.906834813193827e-7,7.500989895500935e-7,1.0171860738087131e-6,1.5845251220122228e-6,6.564355106128854e-6,0.,0.,1.7496297929588312e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.7570638909829553e-7,0.,0.,0.,0.,0.,0.,0.,1.3261791305183305e-7,4.7993841933303986e-8,5.577678745019443e-8,6.646689873224926e-8,8.224456584517419e-8,1.0843925146487677e-7,1.6342964450570147e-7,6.284420879924957e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
2.8774314636795708e-8,1.123552454245961e-7,2.320727876279548e-7,3.8958332893120036e-7,0.012346366197447532,3.8362552090548505e-7,4.6706233242949673e-7,5.9104730175671e-7,7.985445743232479e-7,1.2386814120070139e-6,5.085093548572844e-6,0.,0.,0.,1.0163502485488132e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.0087931532467353e-7,0.,0.,0.,0.,0.,0.,0.,9.887824061622423e-8,0.,0.,0.,0.,0.,0.,3.8826826307804347e-8,2.965497995956871e-8,3.5027194157921295e-8,4.292972904590413e-8,5.599788539877627e-8,8.328919020445967e-8,3.1015897395988113e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3.324352658116e-8,1.291937233658578e-7,2.6581385075770836e-7,4.445371746290451e-7,3.675561208303398e-7,0.015261174468393979,7.45341468336224e-7,9.396245325439434e-7,1.2643681037758103e-6,1.952107942449018e-6,7.932586513033659e-6,0.,0.,0.,0.,1.2413827259398744e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.2187469987134472e-7,0.,0.,0.,0.,0.,0.,0.,1.1825803115220484e-7,0.,0.,0.,0.,0.,0.,6.098318452962783e-8,0.,0.,0.,0.,0.,5.11964297560481e-8,3.964126060239726e-8,4.816266305861902e-8,6.219823881598043e-8,9.135554308909144e-8,3.2948143616901963e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
3.936914022280608e-8,1.5223290249131667e-7,3.119094770614533e-7,5.194948931684983e-7,4.2779038945698913e-7,7.125217845956293e-7,0.019320457054549246,1.4712946811224512e-6,1.97080382515073e-6,3.0267098641308212e-6,0.000012155636219030466,0.,0.,0.,0.,0.,1.5541287399512796e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.5099246647341048e-7,0.,0.,0.,0.,0.,0.,0.,1.4507690041031115e-7,0.,0.,0.,0.,0.,0.,7.41078628652961e-8,0.,0.,0.,0.,0.,8.151022967171898e-8,0.,0.,0.,0.,6.864472508833476e-8,5.444522935788168e-8,6.964209921685921e-8,1.010392481435716e-7,3.5267348617978135e-7,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.
4.838806207772648e-8,1.8608687758816713e-7,3.7952426600167307e-7,6.292469562017889e-7,5.158174163306927e-7,8.552372272484033e-7,1.4009823099928487e-6,0.02540485023802702,3.144492177096506e-6,4.799327486496906e-6,0.0000190062329185194,0.,0.,0.,0.,0.,0.,2.0218242443639114e-7,0.,0.,0.,0.,0.,0.,0.,0.,1.9443519021105637e-7,0.,0.,0.,0.,0.,0.,0.,1.8499303567486483e-7,0.,0.,0.,0.,0.,0.,9.359201943417318e-8,0.,0.,0.,0.,0.,1.0198429790073967e-7,0.,0.,0.,0.,1.1207288398200094e-7,0.,0.,0.,9.522380128263298e-8,7.895871615609847e-8,1.131579129989165e-7,3.816822660294857e-7,0.,0.,0.,0.,0.,0.
6.331797809898542e-8,2.419959938843719e-7,4.909543694799687e-7,8.097264199351482e-7,6.602400402276046e-7,1.0888201755308136e-6,1.7737470471818162e-6,2.9729323312169468e-6,0.035689588572246266,8.19574955656033e-6,0.00003188620156858787,0.,0.,0.,0.,0.,0.,0.,2.810278950787424e-7,0.,0.,0.,0.,0.,0.,0.,0.,2.6747541269006487e-7,0.,0.,0.,0.,0.,0.,0.,2.519158711883317e-7,0.,0.,0.,0.,0.,0.,1.261612069361922e-7,0.,0.,0.,0.,0.,1.3610025014851493e-7,0.,0.,0.,0.,1.4804851189321933e-7,0.,0.,0.,1.630329940342851e-7,0.,0.,1.4119183533705142e-7,1.2937588541211775e-7,4.2046167537600315e-7,0.,0.,0.
9.453884395233158e-8,3.5854562188315704e-7,7.225980883926016e-7,1.1838237782083441e-6,9.586800769743091e-7,1.5699352815485605e-6,2.538833726132402e-6,4.2220410715182935e-6,7.63099852613019e-6,0.057782488475947996,0.00006450212833928099,0.,0.,0.,0.,0.,0.,0.,0.,4.4981172122256476e-7,0.,0.,0.,0.,0.,0.,0.,0.,4.233005068169009e-7,0.,0.,0.,0.,0.,0.,0.,3.941805640418373e-7,0.,0.,0.,0.,0.,0.,1.951315999048902e-7,0.,0.,0.,0.,0.,2.080521607554191e-7,0.,0.,0.,0.,2.235851331699157e-7,0.,0.,0.,2.430652128077005e-7,0.,0.,2.692464179651569e-7,0.,2.439639652742309e-7,4.791223678095805e-7,0.
